Restaurant Name,Country Code,City,Locality,Cuisines,cost,Has Table booking,Has Online delivery,Price range,rating,votes
Belfrance Luxury Chocolates,1,Ludhiana,"Main Market, Sarabha Nagar","['Cafe', 'Continental', 'Italian', 'Bakery']",1100,No,No,3,4.4,138
Hot Breads,1,Ludhiana,"Main Market, Sarabha Nagar","['Continental', 'Chinese', 'Italian', 'Bakery']",800,No,No,2,4.2,261
The Yellow Chilli,1,Ludhiana,"Main Market, Sarabha Nagar","['Mughlai', 'North Indian', 'Chinese']",1200,No,No,3,4.4,325
Spice Cube,1,Ludhiana,PAU,"['North Indian', 'Chinese', 'Continental']",1000,No,No,3,3.5,116
Barbeque Nation,1,Ludhiana,Rajguru Nagar,"['North Indian', 'Chinese', 'Continental']",1400,No,No,3,3.9,80
Nik Bakers,1,Ludhiana,Sarabha Nagar,"['Cafe', 'Bakery', 'Desserts']",800,No,No,2,4.2,210
Aman Chicken,1,Ludhiana,Shastri Nagar,"['North Indian', 'Mughlai']",800,No,No,2,4.6,196
District 6,1,Ludhiana,"Silver Arc Mall, Gurdev Nagar","['European', 'Chinese']",1600,No,No,3,3.8,53
The BrewMaster - The Mix Fine Dine,1,Ludhiana,"Westend Mall, Rajguru Nagar","['North Indian', 'Continental']",1500,No,No,3,3.9,154
#45,1,Mangalore,Attavar,['Cafe'],600,No,No,2,3.6,209
Crave Desserts & Bakes,1,Mangalore,Balmatta,"['Desserts', 'Bakery']",200,No,No,1,3.9,196
Diesel Cafe,1,Mangalore,Balmatta,"['American', 'Italian']",900,No,No,3,3.8,196
Froth On Top,1,Mangalore,Balmatta,"['Chinese', 'Mangalorean']",700,No,No,2,3.7,355
Hao Ming,1,Mangalore,Balmatta,['Chinese'],600,No,No,2,3.5,280
Kobe Sizzlers,1,Mangalore,Balmatta,"['Continental', 'American']",1000,No,No,3,3.7,104
Liquid Lounge,1,Mangalore,Balmatta,"['Finger Food', 'Continental', 'North Indian']",800,No,No,3,3.8,290
Maharaja Restaurant,1,Mangalore,Balmatta,"['South Indian', 'North Indian']",700,No,No,2,3.6,275
Giri Manja's,1,Mangalore,Bhavathi,['Seafood'],500,No,No,2,4.2,281
Kabab Studio,1,Mangalore,"Goldfinch Hotel, Balmatta","['North Indian', 'Mughlai']",1500,No,No,4,3.5,183
Brio Cafe and Grill,1,Mangalore,Hampankatta,"['Cafe', 'Continental']",500,No,No,2,3.6,84
Gajalee Sea Food,1,Mangalore,Kadri,"['Seafood', 'North Indian']",750,No,No,3,3.9,257
Smoke N Oven,1,Mangalore,Kadri,"['Pizza', 'Italian']",600,No,No,2,3.5,127
Village Restaurant,1,Mangalore,Kadri,"['Chinese', 'Continental', 'North Indian', 'Mughlai']",1000,No,No,3,3.7,260
Barbeque Nation,1,Mangalore,Kankanady,"['North Indian', 'Chinese']",1600,No,No,4,3.7,193
Machali,1,Mangalore,Kodailbail,['Seafood'],800,No,No,3,4.1,245
Punjab Da Pind,1,Mangalore,KS Rao Nagar,"['North Indian', 'Mughlai', 'Chinese', 'Mangalorean']",1000,No,No,3,3.7,173
Sizzler's Ranch,1,Mangalore,Lalbagh,['Continental'],700,No,No,2,3.8,328
Spindrift,1,Mangalore,Lalbagh,"['North Indian', 'Italian', 'Finger Food']",700,No,No,2,3.9,156
Sagar Ratna,1,Mangalore,"The Ocean Pearl, Kodailbail","['South Indian', 'North Indian', 'Chinese']",500,No,No,2,3.7,175
The Shooters Cafe,1,Mohali,Sector 70,"['Continental', 'North Indian']",550,No,Yes,2,4.3,99
Joey's Pizza,1,Mumbai,Azad Nagar,['Pizza'],800,No,No,2,4.0,5145
Cafe Hydro,1,Mumbai,Borivali East,['Asian'],1000,No,No,3,4.0,156
The American Joint,1,Mumbai,Borivali West,"['Healthy Food', 'American', 'Burger', 'Salad']",850,Yes,No,2,3.4,170
The Fusion Kitchen,1,Mumbai,Borivali West,"['North Indian', 'Italian', 'Chinese', 'Mexican']",1000,Yes,Yes,3,4.7,2083
145 Kala Ghoda,1,Mumbai,Fort,"['Fast Food', 'Beverages', 'Desserts']",1500,No,No,3,4.2,1606
Tea Villa Cafe,1,Mumbai,"Hill Road, Bandra West","['Cafe', 'Italian', 'Desserts', 'Fast Food', 'Chinese', 'Tea']",1000,Yes,Yes,3,4.1,2040
Grandmama's Cafe,1,Mumbai,Juhu,"['Continental', 'Italian']",1100,No,No,3,3.8,617
Mumbai Vibe,1,Mumbai,"Linking Road, Bandra West","['Cafe', 'Continental', 'North Indian', 'Italian', 'Chinese', 'Bakery', 'Desserts', 'Finger Food']",1000,Yes,No,3,3.8,146
The Rolling Pin,1,Mumbai,Lower Parel,"['Bakery', 'Desserts', 'Cafe']",700,No,Yes,2,3.9,2076
Farzi Cafe,1,Mumbai,Lower Parel,['Modern Indian'],1500,No,No,3,4.3,1240
SpiceKlub,1,Mumbai,Lower Parel,['North Indian'],1500,No,Yes,3,4.2,3370
Tea Villa Cafe,1,Mumbai,"Majiwada, Thane West","['Cafe', 'Italian', 'Desserts', 'Fast Food', 'Chinese', 'Tea']",1000,Yes,No,3,3.9,317
Joey's Pizza,1,Mumbai,Malad West,['Pizza'],800,No,Yes,2,4.5,2662
Stacks And Racks,1,Mumbai,Malad West,"['American', 'Burger', 'Fast Food']",500,No,No,2,4.6,413
The English Department Bar & Diner,1,Mumbai,Malad West,"['Italian', 'Continental', 'Mexican', 'Japanese', 'American', 'British']",1500,Yes,No,3,3.9,885
Mirchi And Mime,1,Mumbai,Powai,"['North Indian', 'South Indian', 'Mughlai']",1500,No,No,3,4.9,3244
38 Degree East,1,Mumbai,Powai,"['North Indian', 'Chinese', 'Thai']",1000,Yes,No,3,3.8,181
R' ADDA,1,Mumbai,"Ramee Guestline Hotel, Juhu","['Street Food', 'Burger', 'Desserts', 'Italian', 'Pizza', 'North Indian', 'European', 'Finger Food']",1200,No,No,3,4.0,536
Tea Villa Cafe,1,Mumbai,"Versova, Andheri West","['Cafe', 'Italian', 'Desserts', 'Fast Food', 'Chinese', 'Tea']",1000,Yes,Yes,3,4.1,1295
Tea Villa Cafe,1,Mumbai,Vile Parle East,"['Cafe', 'Italian', 'Desserts', 'Fast Food', 'Chinese', 'Tea']",1000,Yes,Yes,3,3.6,1515
Hotel RRR Mysore,1,Mysore,Chamrajpura,['Andhra'],290,No,No,1,3.4,139
Jalpaan Dining Saga,1,Mysore,Chamrajpura,"['North Indian', 'Chinese', 'Italian']",900,No,No,3,3.7,172
The Old House,1,Mysore,Chamrajpura,['Italian'],800,No,No,3,3.9,264
Vinayaka Mylari,1,Mysore,Doora,['South Indian'],300,No,No,1,4.2,392
Empire Restaurant,1,Mysore,Gokulam,"['North Indian', 'Andhra', 'Mughlai']",500,No,No,2,3.7,393
Green Leaf,1,Mysore,Gokulam,"['North Indian', 'Chinese', 'South Indian']",400,No,No,2,3.5,214
Pakva Lounge,1,Mysore,Gokulam,"['Italian', 'North Indian', 'South Indian']",650,No,No,2,3.7,262
Spring - Radisson Blu Plaza,1,Mysore,Ittige Gudu,"['Continental', 'North Indian', 'South Indian']",1700,No,No,4,3.8,162
Big Chicken,1,Mysore,Jayalakhsmipuram,"['North Indian', 'Chinese']",500,No,No,2,3.5,160
Barbeque Nation,1,Mysore,Jayalakhsmipuram,"['North Indian', 'European', 'Mediterranean']",1600,No,No,4,4.0,286
Pizza Hut,1,Mysore,Jayalakhsmipuram,"['Pizza', 'Italian']",700,No,No,2,4.0,304
Tandooriwala,1,Mysore,Kuvempunagar,['North Indian'],700,No,No,2,3.5,127
Jungle The Restaurant,1,Mysore,"Pai Hotels, Doora","['North Indian', 'Continental', 'Chinese']",1000,No,No,3,3.7,132
The Barge Restaurant,1,Mysore,Vijay Nagar,"['Continental', 'Chinese', 'North Indian']",1500,No,No,4,3.3,11
By The Way,1,Mysore,Vijay Nagar,"['North Indian', 'Chinese', 'South Indian']",650,No,No,2,3.6,190
Cafe Cornucopia,1,Mysore,Vijay Nagar,"['Cafe', 'Continental', 'European', 'Beverages']",700,No,No,2,3.6,140
Mezzaluna,1,Mysore,Vijay Nagar,"['Continental', 'South Indian']",650,No,No,2,3.8,249
Nanking,1,Mysore,Vijay Nagar,"['Chinese', 'Thai']",550,No,No,2,3.7,208
Oyster Bay,1,Mysore,Vijay Nagar,"['North Indian', 'Asian', 'Continental']",1000,No,No,3,3.6,270
Purple Haze,1,Mysore,Vijay Nagar,['Finger Food'],1200,No,No,3,3.7,183
House of Caffeine,1,Nagpur,Bajaj Nagar,['Fast Food'],500,No,No,2,3.3,27
Hide Out The Street Cafe,1,Nagpur,Bajaj Nagar,['Cafe'],250,No,No,1,3.8,73
Tapri The Chai Books Cafe,1,Nagpur,Bajaj Nagar,"['Continental', 'Fast Food', 'Tea']",250,No,No,1,3.9,26
Eat Street Express,1,Nagpur,Bajaj Nagar,"['North Indian', 'Chinese']",500,No,Yes,2,4.0,103
Zaikart,1,Nagpur,Bajaj Nagar,"['North Indian', 'Mughlai']",550,No,Yes,2,4.3,88
Cafe Zinea,1,Nagpur,Civil Lines,"['Cafe', 'Chinese', 'Fast Food', 'Italian']",400,No,Yes,2,3.7,201
Checker's,1,Nagpur,Civil Lines,"['Fast Food', 'Chinese']",550,No,Yes,2,4.0,185
The B.A.W.A,1,Nagpur,Civil Lines,['Cafe'],600,No,Yes,2,4.2,164
FSB,1,Nagpur,Dhantoli,"['Continental', 'North Indian', 'Thai', 'Chinese']",1100,No,No,3,4.3,270
NESCAFí Illusions,1,Nagpur,Dharampeth,['Cafe'],350,No,No,2,3.9,140
Nineties,1,Nagpur,Dharampeth,"['Cafe', 'Fast Food']",250,No,Yes,1,3.9,19
Mocha,1,Nagpur,Dharampeth,"['Cafe', 'Continental']",750,No,Yes,3,4.0,284
The Zuree Urban Kitchen,1,Nagpur,Mohan Nagar,"['North Indian', 'Italian', 'Continental']",1200,No,Yes,3,4.4,257
The Breakfast Story,1,Nagpur,Pratap Nagar,['Cafe'],600,No,No,2,4.5,520
Ten Downing Street Restaurant & Bar,1,Nagpur,Ramdaspeth,"['Chinese', 'Continental', 'North Indian']",1000,No,No,3,4.0,306
Ashoka Restaurant,1,Nagpur,Sadar,"['North Indian', 'Chinese', 'Continental']",1300,No,Yes,3,4.2,275
Barbeque Nation,1,Nagpur,Sitabuldi,"['North Indian', 'European', 'Mediterranean']",1600,No,No,4,4.9,226
KFC,1,Nagpur,Sitabuldi,"['American', 'Fast Food']",550,No,Yes,2,2.2,147
Moksh The Restro Lounge,1,Nagpur,Sitabuldi,"['Seafood', 'Chinese', 'Thai']",1000,No,No,3,4.0,100
Mainland China,1,Nagpur,Vivekanand Nagar,['Chinese'],1000,No,No,3,3.8,45
Divtya Budhlya Wada Restaurant,1,Nashik,Anand Wali Goan,['Maharashtrian'],400,No,No,2,3.8,76
Spice Route,1,Nashik,Anand Wali Goan,"['North Indian', 'Maharashtrian']",1000,No,No,4,3.6,91
Veg Aroma,1,Nashik,Anand Wali Goan,['North Indian'],600,No,No,3,3.6,125
Eastern Spice,1,Nashik,"Bon Vivant, College Road",['North Indian'],800,No,No,3,3.5,140
The Bake Studio,1,Nashik,"Bon Vivant, College Road","['Cafe', 'Desserts']",400,No,No,2,3.6,86
Barbeque Nation,1,Nashik,"City Center, Parijat Nagar","['North Indian', 'European', 'Mediterranean', 'Asian']",1500,No,No,4,3.8,117
Chai Tapri,1,Nashik,College Road,['Cafe'],150,No,No,1,3.4,86
Curry Leaves,1,Nashik,College Road,"['North Indian', 'Chinese', 'Fast Food']",600,No,No,3,3.4,162
Enter The Dragon,1,Nashik,College Road,['Chinese'],700,No,No,3,3.4,177
The Cafe Katta,1,Nashik,College Road,['Cafe'],600,No,No,3,3.3,15
White X Sky Lounge,1,Nashik,College Road,['North Indian'],800,No,No,3,3.4,24
12212,1,Nashik,College Road,['Fast Food'],400,No,No,2,3.5,80
Al Arabian Express,1,Nashik,College Road,['Mughlai'],500,No,No,3,3.7,162
RiverDine Restaurant & Bar,1,Nashik,College Road,"['North Indian', 'Chinese']",500,No,No,3,3.5,166
Barbeque Ville,1,Nashik,Parijat Nagar,['North Indian'],1100,No,No,4,3.8,164
Little Italy,1,Nashik,Satpur,['Italian'],800,No,No,3,3.0,25
Soma at Sula,1,Nashik,Satpur,['North Indian'],1000,No,No,4,3.3,33
Hotel Radhakrishna,1,Nashik,Satpur,"['Malwani', 'North Indian', 'Chinese', 'Seafood']",400,No,No,2,3.5,77
Sadhana Restaurant,1,Nashik,Satpur,['Maharashtrian'],100,No,No,1,3.9,218
House Of Flavours,1,Nashik,"SSK Solitaire, Satpur","['North Indian', 'Chinese', 'Continental']",900,No,No,3,3.4,71
Burger.in,1,New Delhi,Adchini,['Fast Food'],350,No,Yes,1,3.2,46
Days of the Raj,1,New Delhi,Adchini,"['North Indian', 'Seafood', 'Continental']",1500,Yes,Yes,3,3.4,45
Dilli Ka Dhaba,1,New Delhi,Adchini,"['South Indian', 'North Indian']",500,No,No,2,2.6,11
Govardhan,1,New Delhi,Adchini,"['South Indian', 'North Indian', 'Chinese']",500,No,Yes,2,3.4,238
Mezbaan Grills,1,New Delhi,Adchini,['Mughlai'],400,No,No,1,3.1,8
Say Cheese,1,New Delhi,Adchini,['Fast Food'],400,No,Yes,1,2.7,64
Southy,1,New Delhi,Adchini,['South Indian'],450,No,Yes,1,2.6,113
Monosoz,1,New Delhi,Adchini,['Pizza'],300,No,Yes,1,3.7,66
Waves,1,New Delhi,Adchini,"['North Indian', 'Chinese']",1500,Yes,Yes,3,3.5,141
Delhi Darbar,1,New Delhi,Adchini,"['Chinese', 'North Indian']",500,No,No,2,2.2,77
Chateau,1,New Delhi,Adchini,"['Mediterranean', 'Italian']",1600,Yes,No,3,4.0,40
Nariyal Cafe,1,New Delhi,Adchini,"['Continental', 'Seafood', 'Goan', 'Andhra', 'Kerala', 'Thai']",1200,Yes,No,3,4.2,46
Rustom's Parsi Bhonu,1,New Delhi,Adchini,['Parsi'],1500,Yes,Yes,3,4.2,665
BarShala,1,New Delhi,"Aditya Mega Mall, Karkardooma",['Finger Food'],600,No,No,2,3.2,31
Chawla's_,1,New Delhi,"Aditya Mega Mall, Karkardooma","['North Indian', 'Mughlai']",800,Yes,Yes,2,3.4,32
Domino's Pizza,1,New Delhi,"Aditya Mega Mall, Karkardooma","['Pizza', 'Fast Food']",700,No,No,2,2.8,83
Sultanat,1,New Delhi,"Aditya Mega Mall, Karkardooma","['North Indian', 'Chinese', 'Continental']",1000,Yes,Yes,3,3.7,288
Bella Italia,1,New Delhi,Aerocity,"['Fast Food', 'Italian', 'Pizza']",550,No,No,2,3.2,33
Clever Fox Cafe,1,New Delhi,Aerocity,"['North Indian', 'Continental', 'Chinese']",900,Yes,No,2,3.2,26
4 on 44 Restaurant & Bar,1,New Delhi,"Aggarwal City Mall, Pitampura","['North Indian', 'Chinese']",1000,Yes,Yes,3,2.6,49
Rambhog,1,New Delhi,"Aggarwal City Mall, Pitampura","['Street Food', 'Mithai']",200,No,No,1,3.3,13
Selfie Lounge Restro & Bar,1,New Delhi,"Aggarwal City Mall, Pitampura","['North Indian', 'Chinese']",1500,Yes,Yes,3,3.2,64
BTW,1,New Delhi,"Aggarwal City Plaza, Rohini","['Street Food', 'South Indian', 'Mithai']",400,No,No,1,3.4,167
Chilli Pepper,1,New Delhi,"Aggarwal City Plaza, Rohini","['North Indian', 'Chinese']",900,Yes,Yes,2,3.3,99
Pizza Hut,1,New Delhi,"Aggarwal City Plaza, Rohini","['Italian', 'Pizza', 'Fast Food']",1000,No,Yes,3,2.6,125
Puri Bakers,1,New Delhi,"Aggarwal City Plaza, Rohini","['Bakery', 'Fast Food']",300,No,No,1,3.7,124
Jaiveer Naan & Chaap,1,New Delhi,"Aggarwal City Plaza, Rohini","['North Indian', 'Fast Food']",500,No,Yes,2,2.2,79
Aggarwal's Sweets Paradise,1,New Delhi,Alaknanda,"['Mithai', 'North Indian', 'South Indian', 'Street Food']",400,No,No,1,2.9,8
Bikaner Sweets,1,New Delhi,Alaknanda,"['Mithai', 'Street Food']",200,No,No,1,3.3,20
Cafe Coffee Day,1,New Delhi,Alaknanda,['Cafe'],450,No,No,1,3.2,23
Cakeophony By Sonali,1,New Delhi,Alaknanda,['Bakery'],400,No,No,1,3.4,19
Chandra Sweets,1,New Delhi,Alaknanda,"['Mithai', 'North Indian', 'South Indian', 'Street Food']",400,No,No,1,3.0,7
Chhotu Mashhoor Kathi Roll,1,New Delhi,Alaknanda,['Fast Food'],150,No,No,1,2.7,11
Green Chick Chop,1,New Delhi,Alaknanda,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.2,35
Lazeez Restaurant,1,New Delhi,Alaknanda,"['Chinese', 'North Indian', 'Italian', 'Mughlai']",600,No,Yes,2,3.0,11
Madhuvan Chinese Fast Food,1,New Delhi,Alaknanda,['Chinese'],300,No,Yes,1,2.5,32
Mr Wong,1,New Delhi,Alaknanda,"['Chinese', 'Thai']",800,No,Yes,2,3.2,10
Mughlai Shahi Rasoi,1,New Delhi,Alaknanda,"['North Indian', 'Mughlai']",600,No,No,2,3.2,23
Mumbai Central Street Food,1,New Delhi,Alaknanda,"['Street Food', 'Fast Food', 'Beverages']",400,No,No,1,3.1,7
Neha's Treat,1,New Delhi,Alaknanda,['Chinese'],450,No,No,1,2.9,42
New Bakers Shoppee,1,New Delhi,Alaknanda,"['Bakery', 'Fast Food']",200,No,No,1,3.2,21
Pant  Ice Cream Parlour,1,New Delhi,Alaknanda,"['Desserts', 'Ice Cream']",150,No,No,1,3.3,16
PM 2 AM Food Bank,1,New Delhi,Alaknanda,['North Indian'],500,No,Yes,2,2.5,37
Punjabi Chaap Corner,1,New Delhi,Alaknanda,['North Indian'],250,No,No,1,2.9,4
Sartaj Food Corner,1,New Delhi,Alaknanda,"['North Indian', 'South Indian', 'Chinese']",500,No,Yes,2,2.8,7
The Sugar Therapy,1,New Delhi,Alaknanda,"['Bakery', 'Desserts']",450,No,No,1,3.4,22
Biryani Binge,1,New Delhi,Alaknanda,"['North Indian', 'Biryani']",600,No,Yes,2,3.9,97
City of Joy,1,New Delhi,Alaknanda,['Bengali'],800,No,No,2,3.9,452
Letz Roll,1,New Delhi,Alaknanda,"['Ice Cream', 'Desserts']",250,No,No,1,3.6,14
Nukkad,1,New Delhi,Alaknanda,"['Chinese', 'Mughlai', 'North Indian']",650,No,Yes,2,3.6,82
Shree Rathnam,1,New Delhi,Alaknanda,"['South Indian', 'North Indian', 'Chinese']",800,No,Yes,2,2.4,31
Alaturka,1,New Delhi,"Ambience Mall, Vasant Kunj",['Turkish'],600,No,Yes,2,2.5,100
Amici Gourmet Pizza,1,New Delhi,"Ambience Mall, Vasant Kunj","['Pizza', 'Italian']",800,No,Yes,2,3.1,230
Burger King,1,New Delhi,"Ambience Mall, Vasant Kunj","['Burger', 'Fast Food']",500,No,Yes,2,3.2,458
Kylin Express,1,New Delhi,"Ambience Mall, Vasant Kunj","['Asian', 'Chinese']",700,No,No,2,2.6,176
Big Fat Sandwich,1,New Delhi,"Ambience Mall, Vasant Kunj",['American'],800,Yes,Yes,2,3.5,232
Fashion Tv Cafe,1,New Delhi,"Ambience Mall, Vasant Kunj","['Continental', 'Chinese', 'North Indian']",2200,Yes,No,4,3.6,27
Kylin Skybar,1,New Delhi,"Ambience Mall, Vasant Kunj","['Chinese', 'Japanese', 'Thai', 'Malaysian', 'Vietnamese', 'Asian']",2200,Yes,No,4,3.6,210
Lemon Drops,1,New Delhi,"Ambience Mall, Vasant Kunj","['North Indian', 'South Indian']",500,No,No,2,3.9,44
Punjabi By Nature Express,1,New Delhi,"Ambience Mall, Vasant Kunj","['North Indian', 'Street Food', 'Mughlai']",600,No,No,2,3.5,206
Red Mango,1,New Delhi,"Ambience Mall, Vasant Kunj","['Cafe', 'Desserts']",700,No,Yes,2,3.7,185
Starbucks,1,New Delhi,"Ambience Mall, Vasant Kunj",['Cafe'],700,No,No,2,3.7,256
Peninsular Kitchen,1,New Delhi,"Ambience Mall, Vasant Kunj","['Seafood', 'South Indian', 'Andhra', 'Hyderabadi', 'Goan']",1500,Yes,Yes,3,4.2,336
Mithapur,1,New Delhi,Anand Lok,"['Chinese', 'Fast Food', 'North Indian', 'South Indian']",450,No,No,1,3.4,280
Diggin,1,New Delhi,Anand Lok,"['Italian', 'Continental', 'Cafe']",1400,Yes,Yes,3,4.2,2131
Aggarwal Sweet India,1,New Delhi,Anand Vihar,"['Fast Food', 'North Indian', 'Chinese', 'Desserts']",200,No,No,1,2.8,13
Banzara's,1,New Delhi,Anand Vihar,"['Chinese', 'Fast Food']",400,No,No,1,3.1,38
Bobby Tikki Wala,1,New Delhi,Anand Vihar,['Street Food'],150,No,No,1,2.8,69
Chennai Junction,1,New Delhi,Anand Vihar,['South Indian'],500,No,No,2,3.3,11
Chicken Bite,1,New Delhi,Anand Vihar,['Fast Food'],200,No,No,1,3.1,6
Chocolate Dreams,1,New Delhi,Anand Vihar,"['Bakery', 'Desserts']",400,No,No,1,3.0,4
Dial n Dine,1,New Delhi,Anand Vihar,"['North Indian', 'Chinese']",650,No,No,2,3.4,80
Fresh n Refresh,1,New Delhi,Anand Vihar,['Fast Food'],500,No,No,2,3.4,24
Garden Hut,1,New Delhi,Anand Vihar,"['Chinese', 'Fast Food']",250,No,No,1,3.1,13
Giani,1,New Delhi,Anand Vihar,"['Ice Cream', 'Desserts']",400,No,Yes,1,3.3,12
Jugnu Gaming Zone and Cafe,1,New Delhi,Anand Vihar,"['Cafe', 'North Indian', 'Fast Food']",600,No,No,2,2.9,4
Keventer's South Indian & Chinese Food,1,New Delhi,Anand Vihar,"['Chinese', 'South Indian']",200,No,No,1,2.8,9
KTS,1,New Delhi,Anand Vihar,['Fast Food'],250,No,No,1,3.3,18
Mandarin,1,New Delhi,Anand Vihar,['Chinese'],600,No,No,2,2.8,14
Penguin Bakers & Shakers,1,New Delhi,Anand Vihar,['Fast Food'],400,No,No,1,2.8,9
Rollmates,1,New Delhi,Anand Vihar,"['Fast Food', 'North Indian', 'Chinese']",200,No,No,1,3.2,16
Tandoori Nights,1,New Delhi,Anand Vihar,"['Mughlai', 'North Indian']",650,No,No,2,3.0,5
Burger Dominion,1,New Delhi,Anand Vihar,['Fast Food'],500,No,Yes,2,3.6,251
Cafe Gainz,1,New Delhi,Anand Vihar,['Healthy Food'],350,No,Yes,1,3.5,42
Chaskaa,1,New Delhi,Anand Vihar,"['Chinese', 'North Indian', 'Italian']",650,No,Yes,2,3.5,220
Fabulous Cake Bites,1,New Delhi,Anand Vihar,"['Bakery', 'Desserts', 'Fast Food', 'Pizza', 'Burger', 'Continental']",400,No,Yes,1,3.6,34
Hangout - A House Of Kathis,1,New Delhi,Anand Vihar,['Street Food'],250,No,No,1,3.7,103
Malais By Anands,1,New Delhi,Anand Vihar,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",300,No,No,1,3.7,46
Panchwati Rasoi,1,New Delhi,Anand Vihar,"['North Indian', 'Chinese']",250,No,No,1,3.8,62
Sprinkles Cup & Cake,1,New Delhi,Anand Vihar,"['Bakery', 'Desserts']",300,No,No,1,3.6,42
Target Ice Cream & Bakers,1,New Delhi,Anand Vihar,"['Desserts', 'Bakery', 'Pizza', 'Burger', 'Continental']",350,No,Yes,1,3.6,58
The Sweeet Jar,1,New Delhi,Anand Vihar,"['Cafe', 'Bakery']",1000,No,Yes,3,3.9,106
Juniper Bar - Andaz Delhi,1,New Delhi,"Andaz Delhi, Aerocity","['North Indian', 'European']",1500,Yes,No,3,3.0,4
McDonald's,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Fast Food', 'Burger']",500,No,Yes,2,3.4,48
Pizza Hut Delivery,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Italian', 'Pizza', 'Fast Food']",800,No,Yes,2,3.2,51
The Arena,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Continental', 'Asian', 'North Indian']",1600,Yes,No,3,3.4,19
Restaurant De Seoul,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Japanese', 'Korean']",2500,Yes,No,4,3.6,59
Taksim,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg",['Continental'],1500,Yes,No,3,3.9,188
Jom Jom Malay,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Malaysian', 'Indonesian']",1800,No,No,3,4.4,77
Kofuku,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Japanese', 'Asian']",1500,No,Yes,3,4.0,46
The Sky High,1,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg","['Continental', 'North Indian', 'Mughlai', 'Italian']",1400,No,No,3,4.1,387
Haldiram's,1,New Delhi,"ARSS Mall, Paschim Vihar","['North Indian', 'South Indian', 'Chinese', 'Mithai', 'Fast Food']",500,No,No,2,3.1,117
Jux Pux - The Dreamer's Cafe,1,New Delhi,Asaf Ali Road,"['Beverages', 'Fast Food']",350,No,No,1,3.1,7
Pizzaon,1,New Delhi,Asaf Ali Road,"['Pizza', 'Fast Food']",500,No,No,2,3.0,10
"34, Chowringhee Lane",1,New Delhi,Ashok Vihar Phase 1,['Fast Food'],350,No,Yes,1,2.8,7
Aapni Dhani,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Street Food']",200,No,No,1,2.8,23
Bengal Sweet Corner,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Mithai']",500,No,No,2,2.8,102
Chicken Vicken,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Chinese']",600,No,No,2,3.4,19
Cup-a-licious,1,New Delhi,Ashok Vihar Phase 1,['Bakery'],200,No,No,1,3.2,15
Frontier,1,New Delhi,Ashok Vihar Phase 1,['Bakery'],200,No,No,1,3.0,10
Metro Fast Food,1,New Delhi,Ashok Vihar Phase 1,"['Chinese', 'Fast Food']",400,No,No,1,2.7,17
Nagpal's,1,New Delhi,Ashok Vihar Phase 1,['Street Food'],200,No,Yes,1,3.4,135
Nile Restro & Bar,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Chinese']",1000,Yes,No,3,2.7,35
Popular Chicken,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Mughlai', 'Chinese']",450,No,No,1,3.0,5
Sardar A Pure Meat Shop,1,New Delhi,Ashok Vihar Phase 1,"['Raw Meats', 'Fast Food', 'North Indian']",150,No,No,1,3.4,22
Shankar Fast Food,1,New Delhi,Ashok Vihar Phase 1,"['Chinese', 'Fast Food']",300,No,No,1,3.2,74
Singh's Zaika ,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Chinese', 'Mughlai']",500,No,No,2,3.0,4
The Mirch Masala,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Chinese']",700,No,No,2,3.0,7
The Mirch Masala,1,New Delhi,Ashok Vihar Phase 1,['North Indian'],650,No,No,2,3.2,22
Uncle Cake Shop,1,New Delhi,Ashok Vihar Phase 1,"['Bakery', 'Desserts', 'Fast Food']",300,No,No,1,3.1,9
Kays Bar-Be-Que,1,New Delhi,Ashok Vihar Phase 1,"['North Indian', 'Mughlai']",700,No,Yes,2,3.5,191
Master Bakers,1,New Delhi,Ashok Vihar Phase 1,"['Bakery', 'Desserts', 'Chinese', 'Fast Food']",350,No,Yes,1,3.7,199
The Master's Fast Food Centre,1,New Delhi,Ashok Vihar Phase 1,"['Fast Food', 'Chinese', 'Bakery']",400,No,No,1,3.5,60
Chhabra Sweets,1,New Delhi,Ashok Vihar Phase 1,['Mithai'],100,No,No,1,2.4,15
Kanwarji's,1,New Delhi,Ashok Vihar Phase 2,"['Street Food', 'Chinese', 'North Indian', 'Mithai']",300,No,Yes,1,2.9,29
